Name,ISIN,Symbol,Market,Trading Currency,Open,High,Low,Last,Last Date/Time,Time Zone,Volume,Turnover
VOPAK,NL0009432491,VPK,Euronext Amsterdam,EUR,36.72,37,36.55,36.84,28/05/2019 17:35,CET,372735,13730468.52
VOYAGEURS DU MONDE,FR0004045847,ALVDM,Euronext Growth Paris,EUR,118,119.5,116,116,28/05/2019 17:35,CET,549,65151
VR EDUCATION HOLD.,IE00BG0HDR01,6VR,Euronext Growth Dublin,EUR,0.1,0.1,0.1,0.1,28/05/2019 14:48,UTC,5000,500
VRANKEN-POMMERY,FR0000062796,VRAP,"Euronext Paris, Brussels",EUR,23.4,23.4,22.9,22.9,28/05/2019 17:20,CET,1924,44297.9
WALLIX,FR0010131409,ALLIX,Euronext Growth Paris,EUR,10.76,10.96,10.74,10.96,28/05/2019 17:35,CET,10507,113786.5
WAREHOUSES,BE0003734481,WEB,Euronext Brussels,EUR,52.5,53,50.5,52,28/05/2019 12:11,CET,828,42875.5
WAVESTONE,FR0013357621,WAVE,Euronext Paris,EUR,25.75,25.75,25,25.4,28/05/2019 17:35,CET,3902,98659.6
WDP,BE0003763779,WDP,"Euronext Brussels, Amsterdam",EUR,140,140.6,138.4,139.8,28/05/2019 17:35,CET,39405,5504294.4
WE.CONNECT,FR0013079092,ALWEC,Euronext Growth Paris,EUR,11.45,11.95,11.45,11.9,28/05/2019 14:11,CET,761,8883.9
WEACCESS GROUP,FR0010688465,MLWEA,Euronext Access Paris,EUR,3.9,3.9,3.9,3.9,24/05/2019 16:30,CET,1,3.9
WEBORAMA,FR0010337444,ALWEB,Euronext Growth Paris,EUR,5.3,5.4,5.25,5.4,28/05/2019 09:32,CET,2561,13575.75
WEDIA,FR0010688440,ALWED,Euronext Growth Paris,EUR,27,27,26.5,26.5,28/05/2019 17:35,CET,31,822
WENDEL,FR0000121204,MF,Euronext Paris,EUR,115.9,115.9,114.2,114.5,28/05/2019 17:35,CET,76228,8737556.8
WERELDHAVE,NL0000289213,WHA,Euronext Amsterdam,EUR,22,22.1,21.74,22,28/05/2019 17:35,CET,293239,6438880.2
WERELDHAVE BELGIUM,BE0003724383,WEHB,Euronext Brussels,EUR,83,83.2,81.4,83,28/05/2019 17:35,CET,1476,121879.6
WESSANEN,NL0000395317,WES,Euronext Amsterdam,EUR,11.35,11.45,11.32,11.34,28/05/2019 17:35,CET,529865,6010072.92
WEYA,FR0010768770,MLWEY,Euronext Access Paris,EUR,2.56,2.56,2.56,2.56,27/03/2019 11:30,CET,50,128
WHITENI R CAJAL,ES0105399002,MLWRC,Euronext Access Paris,EUR,2.46,2.46,2.46,2.46,22/05/2019 12:54,CET,7093,17448.78
WITBE,FR0013143872,ALWIT,Euronext Growth Paris,EUR,4.09,4.1,3.99,4.09,28/05/2019 16:39,CET,4866,19826.52
WOL. EXTENS. CERT,BE0003600112,WOLE,Euronext Brussels,EUR,28.5,28.5,28.5,28.5,28/05/2019 11:30,CET,58,1653
WOL. SHOPPING CERT,BE0003571792,WOLS,Euronext Brussels,EUR,38.005,38.005,38.005,38.005,28/05/2019 16:30,CET,98,3724.5
WOLTERS KLUWER,NL0000395903,WKL,Euronext Amsterdam,EUR,62.86,63.9,62.7,63.5,28/05/2019 17:38,CET,1445538,91716215.92
WORLDLINE,FR0011981968,WLN,Euronext Paris,EUR,51.65,53.2,51.45,52.8,28/05/2019 17:35,CET,1071715,56468956.7
X-FAB,BE0974310428,XFAB,Euronext Paris,EUR,4.83,4.965,4.82,4.965,28/05/2019 17:35,CET,75483,374117.8
XILAM ANIMATION,FR0004034072,XIL,Euronext Paris,EUR,37.05,38.25,36.8,36.8,28/05/2019 17:37,CET,13553,506544.4
XIOR,BE0974288202,XIOR,Euronext Brussels,EUR,44.95,44.95,43.85,43.9,28/05/2019 17:35,CET,4330,190506.65
XPO LOGISTICS,FR0000052870,XPO,Euronext Paris,EUR,282,288,282,284,28/05/2019 17:35,CET,32,9082
YATRA,JE00B1FBT077,YATRA,Euronext Amsterdam,EUR,3.36,3.36,3.36,3.36,23/05/2019 11:28,CET,394,1323.84
YEW GROVE REIT PLC,IE00BDT5KP12,YEW,Euronext Growth Dublin,EUR,0.97,0.97,0.97,0.97,28/05/2019 07:00,UTC,1905,1847.85
YMAGIS,FR0011471291,MAGIS,Euronext Paris,EUR,1.26,1.26,1.08,1.145,28/05/2019 17:35,CET,61671,69940.25
ZCCM,ZM0000000037,MLZAM,Euronext Access Paris,EUR,1.02,1.02,1.02,1.02,27/05/2019 11:30,CET,1,1.02
ZCI LIMITED,BMG9887P1068,CV,Euronext Paris,EUR,0.17,0.2,0.17,0.2,04/08/2015 16:20,CET,21826,3755.94
ZENITEL,BE0974311434,ZENT,Euronext Brussels,EUR,16,16.6,16,16.6,28/05/2019 16:30,CET,358,5805.4
ZENOBE GRAMME CERT,BE0003809267,ZEN,Euronext Brussels,EUR,158,158,158,158,16/05/2019 11:30,CET,80,12640
